Text	ID	Source
"Penne Pasta With Chicken And Mushrooms. You can never have too many main course recipes, so give Penne Pasta With Chicken And Mushrooms a try. For <b>$2.69 per serving</b>, this recipe <b>covers 27%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains roughly <b>41g of protein</b>, <b>53g of fat</b>, and a total of <b>834 calories</b>. This recipe serves 2. This recipe is liked by 1 foodies and cooks. From preparation to the plate, this recipe takes about <b>45 minutes</b>. If you have olive oil, chicken breast halves, heavy cream, and a few other ingredients on hand, you can make it. It is brought to you by Foodista. Overall, this recipe earns a <b>good spoonacular score of 54%</b>. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/penne-pasta-with-mushrooms-1714727"">Penne Pasta With Mushrooms</a>, <a href=""https://spoonacular.com/recipes/penne-pasta-with-mushrooms-1073557"">Penne Pasta With Mushrooms</a>, and <a href=""https://spoonacular.com/recipes/penne-pasta-in-creamy-vodka-tomato-sauce-with-mushrooms-719921"">Penne Pastan in Creamy Vodka Tomato Sauce with Mushrooms</a>."	55	Spoonacular
"Rustic Pasta with Chunky Vegetables. If you want to add more <b>lacto ovo vegetarian</b> recipes to your collection, Rustic Pasta with Chunky Vegetables might be a recipe you should try. This recipe serves 4 and costs $3.16 per serving. One portion of this dish contains around <b>23g of protein</b>, <b>34g of fat</b>, and a total of <b>767 calories</b>. It works well as a main course. 1 person has made this recipe and would make it again. A mixture of balsamic vinegar, carrots, extra virgin olive oil, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It is brought to you by Foodista. From preparation to the plate, this recipe takes around <b>1 hour and 15 minutes</b>. With a spoonacular <b>score of 87%</b>, this dish is awesome. Similar recipes are <a href=""https://spoonacular.com/recipes/chunky-pasta-sauce-with-more-vegetables-than-meat-521442"">Chunky pasta sauce with more vegetables than meat</a>, <a href=""https://spoonacular.com/recipes/one-soup-two-ways-chunky-vegetables-and-cream-of-vegetables-653687"">One Soup, Two Ways: Chunky Vegetables and Cream Of Vegetables</a>, and <a href=""https://spoonacular.com/recipes/one-soup-two-ways-chunky-vegetables-and-cream-of-vegetables-1214909"">One Soup, Two Ways: Chunky Vegetables and Cream Of Vegetables</a>."	56	Spoonacular
"Shrimp pasta with white wine tomato cream sauce. Shrimp pasta with white wine tomato cream sauce might be a good recipe to expand your main course recipe box. This recipe serves 4 and costs $2.99 per serving. One serving contains <b>489 calories</b>, <b>33g of protein</b>, and <b>8g of fat</b>. 12 people were glad they tried this recipe. A mixture of olive oil, coriander/cilantro, salt & pepper, and a handful of other ingredients are all it takes to make this recipe so flavorful. It is brought to you by Foodista. It is a good option if you're following a <b>pescatarian</b> diet. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 74%</b>. This score is pretty good. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/shrimp-pasta-with-white-wine-tomato-cream-sauce-1252365"">Shrimp pasta with white wine tomato cream sauce</a>, <a href=""https://spoonacular.com/recipes/shrimp-pasta-with-white-wine-tomato-cream-sauce-1235365"">Shrimp pasta with white wine tomato cream sauce</a>, and <a href=""https://spoonacular.com/recipes/shrimp-pasta-with-white-wine-tomato-cream-sauce-1305725"">Shrimp pasta with white wine tomato cream sauce</a>."	57	Spoonacular
"Italian Pasta Salad with organic Arugula. The recipe Italian Pasta Salad with organic Arugula could satisfy your Mediterranean craving in approximately <b>45 minutes</b>. One portion of this dish contains approximately <b>28g of protein</b>, <b>20g of fat</b>, and a total of <b>696 calories</b>. For <b>$3.84 per serving</b>, you get a main course that serves 4. 1 person has tried and liked this recipe. It is brought to you by Foodista. A mixture of pecorino romano cheese, oregano, botticelli extra virgin olive oil, and a handful of other ingredients are all it takes to make this recipe so flavorful. Taking all factors into account, this recipe <b>earns a spoonacular score of 85%</b>, which is amazing. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/weight-watchers-italian-arugula-salad-525364"">Weight Watchers Italian Arugula Salad</a>, <a href=""https://spoonacular.com/recipes/arugula-italian-tuna-and-white-bean-salad-7940"">Arugula, Italian Tuna, and White Bean Salad</a>, and <a href=""https://spoonacular.com/recipes/arugula-pasta-salad-547702"">Arugula Pasta Salad</a>."	58	Spoonacular
"Chicken Pasta With Anchovy Rosemary Sauce. If you have around <b>45 minutes</b> to spend in the kitchen, Chicken Pasta With Anchovy Rosemary Sauce might be an awesome <b>dairy free</b> recipe to try. This recipe serves 4. One serving contains <b>394 calories</b>, <b>23g of protein</b>, and <b>14g of fat</b>. For <b>$1.59 per serving</b>, this recipe <b>covers 16%</b> of your daily requirements of vitamins and minerals. It works well as a rather inexpensive main course. 2 people were impressed by this recipe. A mixture of olive oil, garlic, juice of lemon, and a handful of other ingredients are all it takes to make this recipe so tasty. It is brought to you by Foodista. Overall, this recipe earns a <b>solid spoonacular score of 58%</b>. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/chicken-pasta-with-anchovy-rosemary-sauce-1375729"">Chicken Pasta With Anchovy Rosemary Sauce</a>, <a href=""https://spoonacular.com/recipes/pasta-with-walnut-anchovy-sauce-1108338"">Pasta with Walnut Anchovy Sauce</a>, and <a href=""https://spoonacular.com/recipes/pasta-with-anchovy-walnut-sauce-238"">Pasta With Anchovy-walnut Sauce</a>."	59	Spoonacular
"Chicken Pasta Primavera - Flower Patch Farmgirl Style. The recipe Chicken Pasta Primavera - Flower Patch Farmgirl Style can be made <b>in approximately 45 minutes</b>. For <b>$3.18 per serving</b>, this recipe <b>covers 32%</b> of your daily requirements of vitamins and minerals. This recipe serves 8. This main course has <b>427 calories</b>, <b>29g of protein</b>, and <b>16g of fat</b> per serving. Only a few people really liked this Mediterranean dish. This recipe from Foodista requires basil, garlic, chicken-breasts, and grape tomatoes. 1 person were glad they tried this recipe. Taking all factors into account, this recipe <b>earns a spoonacular score of 78%</b>, which is solid. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/pepper-patch-pasta-with-grilled-chicken-504392"">Pepper Patch Pasta with Grilled Chicken</a>, <a href=""https://spoonacular.com/recipes/chicken-pasta-primavera-105541"">Chicken Pasta Primavera</a>, and <a href=""https://spoonacular.com/recipes/chicken-pasta-primavera-269943"">Chicken Pasta Primavera</a>."	60	Spoonacular
"Cavatappi pasta with salmon crab surimi. Cavatappi pasta with salmon crab surimi takes approximately <b>45 minutes</b> from beginning to end. This main course has <b>725 calories</b>, <b>40g of protein</b>, and <b>24g of fat</b> per serving. This recipe serves 4 and costs $3.3 per serving. Only a few people made this recipe, and 4 would say it hit the spot. Head to the store and pick up plum tomatoes, tomato puree, garlic, and a few other things to make it today. It is brought to you by Foodista. It is a good option if you're following a <b>pescatarian</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 89%</b>. This score is spectacular. Similar recipes are <a href=""https://spoonacular.com/recipes/imitation-crab-surimi-and-avocado-salad-88583"">Imitation Crab (Surimi) and Avocado Salad</a>, <a href=""https://spoonacular.com/recipes/carrabbas-cavatappi-amatriciana-side-dish-pasta-139350"">Carrabba's Cavatappi Amatriciana (Side Dish Pasta)</a>, and <a href=""https://spoonacular.com/recipes/cavatappi-pasta-salad-with-walnut-sage-pesto-201503"">Cavatappi Pasta Salad with Walnut-Sage Pesto</a>."	61	Spoonacular
"Spaghetti Pasta Salad with Roasted Vegetables and Prosciutto. You can never have too many main course recipes, so give Spaghetti Pasta Salad with Roasted Vegetables and Prosciutto a try. This recipe makes 4 servings with <b>521 calories</b>, <b>20g of protein</b>, and <b>11g of fat</b> each. For <b>$2.31 per serving</b>, this recipe <b>covers 32%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up asparagus spears, bell pepper, pepper, and a few other things to make it today. This recipe is liked by 1 foodies and cooks. It is a good option if you're following a <b>dairy free</b> diet. From preparation to the plate, this recipe takes around <b>45 minutes</b>. It is brought to you by Foodista. With a spoonacular <b>score of 79%</b>, this dish is good. Similar recipes are <a href=""https://spoonacular.com/recipes/pasta-salad-with-roasted-vegetables-1451559"">Pasta Salad with Roasted Vegetables</a>, <a href=""https://spoonacular.com/recipes/creamy-avocado-pasta-salad-with-roasted-vegetables-1018252"">Creamy Avocado Pasta Salad with Roasted Vegetables</a>, and <a href=""https://spoonacular.com/recipes/orzo-pasta-salad-with-chicken-and-roasted-vegetables-721261"">Orzo Pasta Salad with Chicken and Roasted Vegetables</a>."	62	Spoonacular
"Miso Cream Pasta. Miso Cream Pastan is a main course that serves 1. One serving contains <b>519 calories</b>, <b>16g of protein</b>, and <b>23g of fat</b>. For <b>$2.4 per serving</b>, this recipe <b>covers 20%</b> of your daily requirements of vitamins and minerals. It is brought to you by Foodista. 1 person were impressed by this recipe. If you have olive oil, shiso leaves, miso paste, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes about <b>45 minutes</b>. With a spoonacular <b>score of 66%</b>, this dish is good. <a href=""https://spoonacular.com/recipes/miso-carrot-pasta-with-arugula-1164028"">Miso Carrot Pasta with Arugula</a>, <a href=""https://spoonacular.com/recipes/pasta-primavera-with-miso-dressing-762132"">Pasta Primavera with Miso Dressing</a>, and <a href=""https://spoonacular.com/recipes/creamy-miso-chicken-pasta-602488"">Creamy Miso Chicken Pasta</a> are very similar to this recipe."	63	Spoonacular
"Ratatouille Pasta. Forget going out to eat or ordering takeout every time you crave Mediterranean food. Try making Ratatouille Pastan at home. This recipe serves 4 and costs $2.63 per serving. This main course has <b>691 calories</b>, <b>25g of protein</b>, and <b>37g of fat</b> per serving. 1 person found this recipe to be scrumptious and satisfying. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. This recipe from Foodista requires artichokes, seasoning, spaghetti, and garlic. Overall, this recipe earns an <b>amazing spoonacular score of 85%</b>. Similar recipes include <a href=""https://spoonacular.com/recipes/ratatouille-pasta-760844"">Ratatouille Pasta</a>, <a href=""https://spoonacular.com/recipes/ratatouille-pasta-1128673"">Ratatouille Pasta</a>, and <a href=""https://spoonacular.com/recipes/ratatouille-pasta-103612"">Ratatouille Pasta</a>."	64	Spoonacular
"Italian Tuna Pasta. Italian Tuna Pastan is a Mediterranean main course. Watching your figure? This dairy free and pescatarian recipe has <b>464 calories</b>, <b>38g of protein</b>, and <b>3g of fat</b> per serving. For <b>$2.09 per serving</b>, this recipe <b>covers 35%</b> of your daily requirements of vitamins and minerals. This recipe serves 3. 1 person found this recipe to be yummy and satisfying. From preparation to the plate, this recipe takes around <b>20 minutes</b>. It is brought to you by Foodista. A mixture of chillies, pasta shells, juice of lemon, and a handful of other ingredients are all it takes to make this recipe so tasty. Taking all factors into account, this recipe <b>earns a spoonacular score of 93%</b>, which is excellent. Try <a href=""https://spoonacular.com/recipes/italian-tuna-pasta-salad-413394"">Italian Tuna Pasta Salad</a>, <a href=""https://spoonacular.com/recipes/pasta-and-tuna-salad-ensalada-de-pasta-y-atn-226303"">Pastan and Tuna Salad (Ensalada de Pasta y Atún)</a>, and <a href=""https://spoonacular.com/recipes/raw-tomato-sauce-for-pasta-the-italian-pasta-alla-crudaiola-1530081"">Raw tomato sauce for pasta, the Italian pastan alla crudaiola</a> for similar recipes."	65	Spoonacular
"Creamy Ranch Pasta Salad. Creamy Ranch Pasta Salad takes approximately <b>45 minutes</b> from beginning to end. This recipe makes 8 servings with <b>353 calories</b>, <b>7g of protein</b>, and <b>24g of fat</b> each. For <b>58 cents per serving</b>, this recipe <b>covers 9%</b> of your daily requirements of vitamins and minerals. This recipe from Foodista requires hidden valley ranch salad dressing mix, onion, salt and pepper, and parmesan cheese. 1 person found this recipe to be delicious and satisfying. It works well as a hor d'oeuvre. Overall, this recipe earns a <b>rather bad spoonacular score of 31%</b>. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/creamy-ranch-pasta-salad-167893"">Creamy Ranch Pasta Salad</a>, <a href=""https://spoonacular.com/recipes/creamy-ranch-pasta-salad-1227635"">Creamy Ranch Pasta Salad</a>, and <a href=""https://spoonacular.com/recipes/creamy-ranch-pasta-salad-139439"">Creamy Ranch Pasta Salad</a>."	66	Spoonacular
"Classic Beef Pasta Stroganoff. The recipe Classic Beef Pasta Stroganoff can be made <b>in about 45 minutes</b>. This recipe serves 6. One portion of this dish contains roughly <b>32g of protein</b>, <b>38g of fat</b>, and a total of <b>591 calories</b>. For <b>$3.06 per serving</b>, this recipe <b>covers 21%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up beef sirloin steak, cream, garlic clove, and a few other things to make it today. It works well as a main course. This recipe from Foodista has 1 fans. All things considered, we decided this recipe <b>deserves a spoonacular score of 52%</b>. This score is solid. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/classic-beef-stroganoff-1077838"">Classic Beef Stroganoff</a>, <a href=""https://spoonacular.com/recipes/classic-beef-stroganoff-162142"">Classic Beef Stroganoff</a>, and <a href=""https://spoonacular.com/recipes/classic-beef-stroganoff-1382873"">Classic Beef Stroganoff</a>."	67	Spoonacular
"Cheesy Lemon Pasta with Salami, Olives & Spinach. Cheesy Lemon Pasta with Salami, Olives & Spinach requires roughly <b>45 minutes</b> from start to finish. For <b>$2.68 per serving</b>, you get a main course that serves 6. One serving contains <b>688 calories</b>, <b>24g of protein</b>, and <b>51g of fat</b>. 1 person has made this recipe and would make it again. A mixture of juice of lemon, olives, salami, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 55%</b>, which is pretty good. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/salami-feta-and-spinach-pasta-560012"">Salami, Feta, and Spinach Pasta</a>, <a href=""https://spoonacular.com/recipes/spinach-pesto-pasta-with-olives-220605"">Spinach pesto pasta with olives</a>, and <a href=""https://spoonacular.com/recipes/tagliatelle-with-salami-olives-and-oven-roasted-tomatoes-111499"">Tagliatelle With Salami, Olives and Oven-Roasted Tomatoes</a>."	68	Spoonacular
"Simple Garlic Pasta. If you want to add more <b>dairy free, lacto ovo vegetarian, and vegan</b> recipes to your recipe box, Simple Garlic Pasta might be a recipe you should try. This main course has <b>759 calories</b>, <b>14g of protein</b>, and <b>44g of fat</b> per serving. This recipe serves 1. For <b>95 cents per serving</b>, this recipe <b>covers 16%</b> of your daily requirements of vitamins and minerals. 1 person found this recipe to be flavorful and satisfying. If you have sea salt, garlic, spaghettini, and a few other ingredients on hand, you can make it. It is brought to you by Foodista. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 70%</b>. This score is pretty good. <a href=""https://spoonacular.com/recipes/simple-garlic-pasta-122297"">Simple Garlic Pasta</a>, <a href=""https://spoonacular.com/recipes/simple-garlic-pasta-1401135"">Simple Garlic Pasta</a>, and <a href=""https://spoonacular.com/recipes/simple-prawn-and-garlic-pasta-supper-38608"">Simple Prawn And Garlic Pasta Supper</a> are very similar to this recipe."	69	Spoonacular
"Smoked Salmon Pasta. Smoked Salmon Pasta might be just the main course you are searching for. This recipe serves 4. For <b>$2.96 per serving</b>, this recipe <b>covers 21%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains around <b>22g of protein</b>, <b>22g of fat</b>, and a total of <b>472 calories</b>. It is brought to you by Foodista. 33 people were impressed by this recipe. If you have butter, thyme, salt and pepper, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes about <b>45 minutes</b>. It is a good option if you're following a <b>pescatarian</b> diet. Taking all factors into account, this recipe <b>earns a spoonacular score of 66%</b>, which is solid. Try <a href=""https://spoonacular.com/recipes/smoked-salmon-pasta-87836"">Smoked Salmon Pasta</a>, <a href=""https://spoonacular.com/recipes/pasta-with-smoked-salmon-270708"">Pasta with Smoked Salmon</a>, and <a href=""https://spoonacular.com/recipes/smoked-salmon-pasta-247226"">Smoked Salmon Pasta</a> for similar recipes."	70	Spoonacular
"Cajun Lobster Pasta. Cajun Lobster Pasta could be just the <b>gluten free and primal</b> recipe you've been looking for. For <b>$5.4 per serving</b>, this recipe <b>covers 45%</b> of your daily requirements of vitamins and minerals. One serving contains <b>684 calories</b>, <b>35g of protein</b>, and <b>50g of fat</b>. This recipe serves 1. 2 people have made this recipe and would make it again. This recipe is typical of Cajun cuisine. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. A mixture of garlic powder, bell pepper, lemon pepper, and a handful of other ingredients are all it takes to make this recipe so yummy. It is brought to you by Foodista. It works well as a main course. Taking all factors into account, this recipe <b>earns a spoonacular score of 76%</b>, which is pretty good. <a href=""https://spoonacular.com/recipes/cajun-lobster-pasta-1396967"">Cajun Lobster Pasta</a>, <a href=""https://spoonacular.com/recipes/cajun-lobster-pasta-1614055"">Cajun Lobster Pasta</a>, and <a href=""https://spoonacular.com/recipes/red-lobster-cajun-chicken-pasta-138824"">Red Lobster Cajun Chicken Pasta</a> are very similar to this recipe."	71	Spoonacular
"Spicy Chicken Pasta and Peas with Sun-Dried Tomato Sauce. You can never have too many main course recipes, so give Spicy Chicken Pastan and Peas with Sun-Dried Tomato Sauce a try. One serving contains <b>608 calories</b>, <b>34g of protein</b>, and <b>31g of fat</b>. This recipe serves 6. For <b>$3.21 per serving</b>, this recipe <b>covers 24%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up goat cheese, chicken sausage links, peas, and a few other things to make it today. 1 person were impressed by this recipe. From preparation to the plate, this recipe takes roughly <b>30 minutes</b>. It is brought to you by Foodista. Overall, this recipe earns a <b>solid spoonacular score of 67%</b>. Similar recipes include <a href=""https://spoonacular.com/recipes/spicy-sun-dried-tomato-and-broccoli-pasta-29582"">Spicy Sun-dried Tomato And Broccoli Pasta</a>, <a href=""https://spoonacular.com/recipes/spicy-sun-dried-tomato-and-broccoli-pasta-1189349"">Spicy Sun-dried Tomato And Broccoli Pasta</a>, and <a href=""https://spoonacular.com/recipes/vegetable-pasta-with-sun-dried-tomato-sauce-387923"">Vegetable Pasta with Sun-Dried Tomato Sauce</a>."	72	Spoonacular
"Arugula & Feta Pasta. Arugula & Feta Pastan is a main course that serves 4. One portion of this dish contains approximately <b>17g of protein</b>, <b>38g of fat</b>, and a total of <b>598 calories</b>. For <b>$1.88 per serving</b>, this recipe <b>covers 14%</b> of your daily requirements of vitamins and minerals. This recipe is liked by 1 foodies and cooks. Only a few people really liked this Mediterranean dish. This recipe from Foodista requires squeezed lemon, garlic cloves, olive oil, and parmesan. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 57%</b>. This score is solid. Similar recipes are <a href=""https://spoonacular.com/recipes/pasta-with-arugula-and-feta-8592"">Pasta with Arugulan And Feta</a>, <a href=""https://spoonacular.com/recipes/pasta-with-prosciutto-arugula-and-feta-542185"">PASTA WITH PROSCIUTTO, ARUGULAn AND FETA</a>, and <a href=""https://spoonacular.com/recipes/quinoa-salad-with-arugula-and-feta-8742"">Quinoa Salad With Arugulan And Feta</a>."	73	Spoonacular
"Pesto & Yogurt Pasta. Pesto & Yogurt Pasta requires around <b>45 minutes</b> from start to finish. For <b>$1.45 per serving</b>, you get a main course that serves 4. One serving contains <b>373 calories</b>, <b>12g of protein</b>, and <b>15g of fat</b>. This recipe from Foodista requires farfalle, parmesan cheese, garlic, and nuts. This recipe is liked by 9 foodies and cooks. Taking all factors into account, this recipe <b>earns a spoonacular score of 92%</b>, which is great. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/pasta-with-yogurt-pesto-1090907"">Pasta With Yogurt Pesto</a>, <a href=""https://spoonacular.com/recipes/pasta-with-yogurt-pesto-138803"">Pasta with Yogurt Pesto</a>, and <a href=""https://spoonacular.com/recipes/yogurt-pesto-pasta-salad-170338"">Yogurt Pesto Pasta Salad</a>."	74	Spoonacular
"Pesto Zucchini Pasta (Whole 30 Approved). If you have about <b>35 minutes</b> to spend in the kitchen, Pesto Zucchini Pasta (Whole 30 Approved) might be a super <b>gluten free, dairy free, paleolithic, and lacto ovo vegetarian</b> recipe to try. For <b>$2.38 per serving</b>, you get a hor d'oeuvre that serves 4. One portion of this dish contains about <b>5g of protein</b>, <b>16g of fat</b>, and a total of <b>189 calories</b>. 1 person has made this recipe and would make it again. Head to the store and pick up salt, tomato, pine nuts, and a few other things to make it today. It is brought to you by Foodista. Overall, this recipe earns an <b>outstanding spoonacular score of 82%</b>. Similar recipes include <a href=""https://spoonacular.com/recipes/zucchini-pasta-with-pesto-sauce-485717"">Zucchini “Pasta” with Pesto Sauce</a>, <a href=""https://spoonacular.com/recipes/air-fryer-potatoes-with-homemade-pesto-vegan-and-whole-30-approved-1604987"">Air Fryer Potatoes with Homemade Pesto – Vegan and Whole 30 Approved</a>, and <a href=""https://spoonacular.com/recipes/basil-pesto-pasta-with-zucchini-and-mint-25480"">Basil Pesto Pasta with Zucchini and Mint</a>."	75	Spoonacular
"Artichoke Pesto Pasta. The recipe Artichoke Pesto Pasta can be made <b>in approximately 45 minutes</b>. One portion of this dish contains approximately <b>21g of protein</b>, <b>20g of fat</b>, and a total of <b>441 calories</b>. This recipe serves 4. For <b>$1.67 per serving</b>, this recipe <b>covers 18%</b> of your daily requirements of vitamins and minerals. If you have pine nuts, conatiner creme de brie herbs, chicken broth, and a few other ingredients on hand, you can make it. 1 person were glad they tried this recipe. It works well as a main course. It is brought to you by Foodista. All things considered, we decided this recipe <b>deserves a spoonacular score of 61%</b>. This score is good. Similar recipes include <a href=""https://spoonacular.com/recipes/pasta-with-artichoke-pesto-109016"">Pasta with Artichoke Pesto</a>, <a href=""https://spoonacular.com/recipes/artichoke-pesto-pasta-109196"">Artichoke Pesto Pasta</a>, and <a href=""https://spoonacular.com/recipes/artichoke-pesto-pasta-salad-158467"">Artichoke Pesto Pasta Salad</a>."	76	Spoonacular
"Garlic & Shrimp Pasta. You can never have too many main course recipes, so give Garlic & Shrimp Pastan a try. This recipe serves 4. One portion of this dish contains roughly <b>39g of protein</b>, <b>22g of fat</b>, and a total of <b>766 calories</b>. For <b>$4.11 per serving</b>, this recipe <b>covers 27%</b> of your daily requirements of vitamins and minerals. This recipe from Foodista has 1 fans. It is a good option if you're following a <b>pescatarian</b> diet. Head to the store and pick up clam juice, butter, lemon, and a few other things to make it today. From preparation to the plate, this recipe takes around <b>45 minutes</b>. Overall, this recipe earns a <b>solid spoonacular score of 59%</b>. Similar recipes are <a href=""https://spoonacular.com/recipes/garlic-shrimp-pasta-973442"">Garlic Shrimp Pasta</a>, <a href=""https://spoonacular.com/recipes/garlic-shrimp-pasta-415040"">Garlic Shrimp Pasta</a>, and <a href=""https://spoonacular.com/recipes/healthy-garlic-shrimp-pasta-1217787"">Healthy Garlic Shrimp Pasta</a>."	77	Spoonacular
"Grilled Chicken Pasta With Gorgonzola Walnut Cream Sauce. Grilled Chicken Pasta With Gorgonzola Walnut Cream Sauce requires approximately <b>45 minutes</b> from start to finish. This recipe serves 6. For <b>$3.25 per serving</b>, this recipe <b>covers 35%</b> of your daily requirements of vitamins and minerals. This main course has <b>855 calories</b>, <b>56g of protein</b>, and <b>40g of fat</b> per serving. A mixture of butter, flour, sage, and a handful of other ingredients are all it takes to make this recipe so flavorful. 1 person found this recipe to be tasty and satisfying. It is brought to you by Foodista. It is perfect for <b>The Fourth Of July</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 68%</b>. This score is good. Similar recipes are <a href=""https://spoonacular.com/recipes/chocolate-pasta-with-gorgonzola-cream-sauce-and-10-romantic-pasta-dishes-532706"">Chocolate Pasta with Gorgonzola Cream Sauce and 10 Romantic Pasta Dishes</a>, <a href=""https://spoonacular.com/recipes/chocolate-pasta-with-gorgonzola-cream-sauce-and-10-romantic-pasta-dishes-1241311"">Chocolate Pasta with Gorgonzola Cream Sauce and 10 Romantic Pasta Dishes</a>, and <a href=""https://spoonacular.com/recipes/grilled-filet-mignon-with-gorgonzola-cream-sauce-471591"">Grilled Filet Mignon with Gorgonzola Cream Sauce</a>."	78	Spoonacular
"Butternut Squash Pasta. The recipe Butternut Squash Pasta can be made <b>in roughly 1 hour</b>. One portion of this dish contains around <b>26g of protein</b>, <b>23g of fat</b>, and a total of <b>711 calories</b>. For <b>$1.61 per serving</b>, you get a main course that serves 4. It is brought to you by spoonacular user <a href=""/profile/maplewoodroad"">maplewoodroad</a>. A mixture of bacon, butternut squash, garlic, and a handful of other ingredients are all it takes to make this recipe so scrumptious. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/butternut-squash-pasta-484896"">Butternut Squash Pasta</a>, <a href=""https://spoonacular.com/recipes/pasta-with-butternut-squash-and-bacon-1203951"">Pasta With Butternut Squash and Bacon</a>, and <a href=""https://spoonacular.com/recipes/butternut-squash-pasta-bake-172597"">Butternut Squash Pasta Bake</a>."	79	Spoonacular
"Spanish Sardines Pasta. Spanish Sardines Pasta might be just the main course you are searching for. This recipe makes 2 servings with <b>920 calories</b>, <b>40g of protein</b>, and <b>42g of fat</b> each. For <b>$3.1 per serving</b>, this recipe <b>covers 39%</b> of your daily requirements of vitamins and minerals. A mixture of parmesan cheese, cherry tomatoes, olive oil, and a handful of other ingredients are all it takes to make this recipe so tasty. From preparation to the plate, this recipe takes about <b>25 minutes</b>. It is a good option if you're following a <b>pescatarian</b> diet. It is brought to you by spoonacular user <a href=""/profile/maplewoodroad"">maplewoodroad</a>. Try <a href=""https://spoonacular.com/recipes/pasta-with-sardines-pistachio-and-orange-4316"">Pasta With Sardines, Pistachio And Orange</a>, <a href=""https://spoonacular.com/recipes/pasta-with-sardines-zucchini-and-lemon-4359"">Pasta With Sardines, Zucchini And Lemon</a>, and <a href=""https://spoonacular.com/recipes/pasta-with-fennel-sardines-and-pine-nuts-4371"">Pasta With Fennel, Sardines, And Pine Nuts</a> for similar recipes."	80	Spoonacular
"Lemon Angel-Hair Pasta. Lemon Angel-Hair Pasta requires roughly <b>45 minutes</b> from start to finish. One portion of this dish contains around <b>6g of protein</b>, <b>3g of fat</b>, and a total of <b>182 calories</b>. This recipe serves 4. For <b>39 cents per serving</b>, this recipe <b>covers 9%</b> of your daily requirements of vitamins and minerals. It works well as an inexpensive hor d'oeuvre. It is a good option if you're following a <b>dairy free</b> diet. 1 person has tried and liked this recipe. It is brought to you by Foodista. Head to the store and pick up lemon juice, pepper, salt, and a few other things to make it today. Taking all factors into account, this recipe <b>earns a spoonacular score of 92%</b>, which is excellent. Similar recipes are <a href=""https://spoonacular.com/recipes/lemon-and-walnut-angel-hair-pasta-799799"">Lemon and Walnut Angel Hair Pasta</a>, <a href=""https://spoonacular.com/recipes/lemon-infused-angel-hair-pasta-77336"">Lemon-infused Angel Hair Pasta</a>, and <a href=""https://spoonacular.com/recipes/lemon-parmesan-angel-hair-pasta-with-shrimp-677824"">Lemon-Parmesan Angel Hair Pasta with Shrimp</a>."	81	Spoonacular
